Simvastatin	treats	CYP2C9
Ibuprofen	treats	Aspirin
CYP2C9	associates	Hydroxychloroquine
CYP2C9	treats	Metformin
Albumin	associates	Hypertension
EGFR	associates	Breast cancer
EGFR	associates	APP
Hydroxychloroquine	binds	Aspirin
Hemoglobin	associates	APP
INS	treats	Metformin
EGFR protein	treats	TNF
APP	interacts	Asthma
VEGF receptor	treats	Huntington's disease
Cisplatin	interacts	Hemoglobin
HTT	binds	Diabetes mellitus
Metformin	binds	EGFR protein
Simvastatin	associates	Huntington's disease
EGFR protein	binds	VEGFA
Hydroxychloroquine	associates	Huntington's disease
Insulin receptor	associates	VEGFA
Paracetamol	binds	APP
Cisplatin	treats	HTT
EGFR	treats	Asthma
HTT	associates	VEGFA
ACE	treats	Simvastatin
CYP2C9	binds	Dexamethasone
TNF	treats	EGFR
ACE	treats	Cisplatin
Paracetamol	interacts	Headache
HTT	associates	APP
VEGF receptor	binds	Aspirin
INS	associates	Tamoxifen
VEGFA	interacts	TNF
Insulin receptor	binds	Metformin
Insulin receptor	binds	ACE
TNF	treats	BRCA1
Albumin	associates	Breast cancer
APP	associates	VEGFA
VEGFA	binds	Cisplatin
Ibuprofen	treats	Insulin receptor
VEGFA	binds	EGFR protein
Ibuprofen	associates	EGFR
Insulin receptor	associates	CYP2C9
EGFR protein	interacts	Hydroxychloroquine
Insulin receptor	treats	Paracetamol
Insulin receptor	treats	Cisplatin
Aspirin	treats	INS
INS	interacts	Albumin
BRCA1	interacts	Metformin
VEGFA	interacts	Osteoarthritis
Hydroxychloroquine	treats	Diabetes mellitus
Hemoglobin	interacts	EGFR
VEGF receptor	treats	Tuberculosis
Paracetamol	associates	Diabetes mellitus
APP	interacts	Alzheimer's disease
EGFR	treats	Headache
Atorvastatin	treats	Asthma
TP53	binds	Hypertension
Hydroxychloroquine	binds	Alzheimer's disease
Insulin receptor	interacts	BRCA1
Dexamethasone	treats	INS
Cisplatin	associates	Hemoglobin
ACE	treats	Atorvastatin
VEGFA	interacts	Breast cancer
Simvastatin	associates	Hemoglobin
Dexamethasone	associates	INS
Ibuprofen	associates	TNF
Paracetamol	treats	Osteoarthritis
HTT	interacts	CYP2C9
VEGFA	interacts	HTT
TNF	treats	EGFR
Cisplatin	associates	APP
EGFR	interacts	Alzheimer's disease
Tamoxifen	treats	CYP2C9
APP	binds	BRCA1
Cisplatin	interacts	Simvastatin
ACE	treats	TP53
Albumin	binds	EGFR
HTT	treats	Ibuprofen
TP53	associates	ACE
Cisplatin	treats	Alzheimer's disease
TNF	interacts	EGFR protein
BRCA1	treats	HTT
Simvastatin	binds	Paracetamol
Metformin	binds	Asthma
VEGFA	associates	Ibuprofen
Ibuprofen	associates	VEGFA
Insulin receptor	binds	EGFR protein
Hydroxychloroquine	treats	Diabetes mellitus
Simvastatin	interacts	Asthma
Insulin receptor	treats	TP53
Hydroxychloroquine	binds	APP
Paracetamol	binds	Dexamethasone
EGFR protein	associates	Simvastatin
INS	interacts	Hypertension
VEGFA	interacts	Metformin
Insulin receptor	binds	Alzheimer's disease
ACE	treats	EGFR
ACE	associates	Aspirin
CYP2C9	treats	VEGFA
CYP2C9	interacts	Breast cancer
VEGFA	treats	Paracetamol
Hydroxychloroquine	associates	Dexamethasone
Hemoglobin	interacts	Aspirin
BRCA1	treats	Dexamethasone
VEGF receptor	associates	APP
Hydroxychloroquine	associates	INS
INS	treats	EGFR protein
HTT	interacts	Paracetamol
VEGFA	treats	Albumin
Dexamethasone	treats	Hypertension
EGFR	interacts	Hemoglobin
Albumin	binds	Tuberculosis
TNF	associates	Osteoarthritis
TP53	treats	VEGF receptor
Aspirin	binds	Alzheimer's disease
Hydroxychloroquine	binds	HIV infection
Simvastatin	binds	Hydroxychloroquine
VEGFA	associates	EGFR
Dexamethasone	interacts	Ibuprofen
BRCA1	treats	Metformin
INS	interacts	Metformin
CYP2C9	treats	Tuberculosis
HTT	treats	Tuberculosis
EGFR	associates	HIV infection
Tamoxifen	associates	TP53
Hydroxychloroquine	interacts	Hemoglobin
Paracetamol	associates	Aspirin
BRCA1	treats	Albumin
TP53	associates	Dexamethasone
Dexamethasone	interacts	Headache
Metformin	interacts	VEGF receptor
Insulin receptor	interacts	Breast cancer
EGFR	interacts	CYP2C9
Tamoxifen	binds	TP53
Ibuprofen	associates	Hypertension
Cisplatin	binds	Alzheimer's disease
Insulin receptor	interacts	Asthma
ACE	binds	Paracetamol
Atorvastatin	associates	Insulin receptor
ACE	binds	Headache
CYP2C9	associates	Alzheimer's disease
TP53	associates	Huntington's disease
TNF	binds	EGFR protein
HTT	treats	Aspirin
Tamoxifen	interacts	Hemoglobin
BRCA1	associates	Albumin
Hemoglobin	treats	HTT
APP	binds	Huntington's disease
INS	binds	Breast cancer
VEGF receptor	binds	Osteoarthritis
Insulin receptor	treats	Metformin
Aspirin	binds	Simvastatin
Ibuprofen	associates	Insulin receptor
Metformin	binds	Simvastatin
VEGF receptor	interacts	Hydroxychloroquine
INS	treats	Insulin receptor
Ibuprofen	treats	Simvastatin
VEGF receptor	binds	Atorvastatin
Hydroxychloroquine	treats	Simvastatin
TNF	interacts	Headache
Simvastatin	treats	Asthma
Albumin	treats	EGFR
APP	binds	HIV infection
VEGFA	interacts	CYP2C9
ACE	binds	Tuberculosis
TP53	treats	Hydroxychloroquine
EGFR protein	associates	Cisplatin
VEGF receptor	interacts	Paracetamol
Hemoglobin	binds	INS
Atorvastatin	interacts	Alzheimer's disease
EGFR protein	interacts	Breast cancer
TP53	associates	Breast cancer
Cisplatin	interacts	Hemoglobin
Aspirin	binds	BRCA1
INS	associates	Insulin receptor
BRCA1	binds	VEGF receptor
Insulin receptor	interacts	Hemoglobin
Hydroxychloroquine	associates	Huntington's disease
EGFR	interacts	Tuberculosis
EGFR	treats	HTT
CYP2C9	binds	Huntington's disease
HTT	binds	BRCA1
Simvastatin	binds	Breast cancer
CYP2C9	treats	HIV infection
Cisplatin	associates	Hemoglobin
Dexamethasone	interacts	Diabetes mellitus
Ibuprofen	binds	VEGFA
ACE	interacts	Hemoglobin
EGFR	interacts	Atorvastatin
Hydroxychloroquine	binds	Asthma
APP	treats	Simvastatin
EGFR protein	binds	HTT
BRCA1	associates	VEGF receptor
Albumin	associates	Osteoarthritis
VEGF receptor	binds	Hydroxychloroquine
Tamoxifen	associates	Atorvastatin
Hydroxychloroquine	interacts	Headache
BRCA1	treats	CYP2C9
Tamoxifen	treats	Albumin
VEGF receptor	associates	Ibuprofen
Paracetamol	binds	Hemoglobin
INS	interacts	HTT
Paracetamol	binds	Dexamethasone
Paracetamol	binds	VEGF receptor
TP53	binds	HIV infection
BRCA1	associates	HIV infection
Simvastatin	treats	Atorvastatin
VEGFA	associates	Huntington's disease
ACE	interacts	Insulin receptor
APP	binds	Aspirin
CYP2C9	binds	Paracetamol
INS	associates	Ibuprofen
CYP2C9	binds	TNF
Atorvastatin	treats	Hypertension
EGFR protein	binds	Dexamethasone
Albumin	interacts	Hydroxychloroquine
Insulin receptor	associates	CYP2C9
INS	binds	Alzheimer's disease
INS	treats	Aspirin
Aspirin	associates	Hydroxychloroquine
Cisplatin	binds	Breast cancer
APP	associates	Diabetes mellitus
APP	binds	Cisplatin
APP	binds	VEGFA
VEGF receptor	associates	Simvastatin
APP	interacts	EGFR
TNF	binds	Cisplatin
Dexamethasone	binds	Headache
Cisplatin	interacts	ACE
TP53	associates	TNF
ACE	treats	Hemoglobin
BRCA1	interacts	Headache
Simvastatin	associates	HIV infection
Aspirin	binds	INS
Tamoxifen	interacts	Alzheimer's disease
VEGFA	binds	Albumin
Ibuprofen	associates	Breast cancer
HTT	interacts	EGFR
Hemoglobin	associates	ACE
INS	associates	Asthma
Tamoxifen	binds	VEGF receptor
INS	interacts	Atorvastatin
INS	treats	Dexamethasone
EGFR protein	interacts	Tuberculosis
BRCA1	interacts	Albumin
CYP2C9	binds	Simvastatin
Simvastatin	associates	Huntington's disease
Hemoglobin	interacts	Hydroxychloroquine
Insulin receptor	binds	Alzheimer's disease
Aspirin	interacts	EGFR
TNF	interacts	ACE
VEGFA	treats	Insulin receptor
HTT	binds	Dexamethasone
VEGF receptor	treats	Insulin receptor
Dexamethasone	associates	Tuberculosis
Dexamethasone	binds	Atorvastatin
Cisplatin	binds	EGFR protein
Dexamethasone	treats	Aspirin
APP	interacts	EGFR protein
EGFR protein	treats	TP53
HTT	binds	Ibuprofen
VEGF receptor	binds	Huntington's disease
Albumin	treats	Hemoglobin
Albumin	binds	Ibuprofen
APP	binds	TNF
Insulin receptor	associates	VEGF receptor
HTT	associates	BRCA1
VEGF receptor	binds	Metformin
Metformin	binds	HTT
Tamoxifen	treats	Diabetes mellitus
ACE	associates	Hydroxychloroquine
BRCA1	interacts	Hydroxychloroquine
Hydroxychloroquine	treats	Tuberculosis
HTT	interacts	Tuberculosis
EGFR	associates	Ibuprofen
TNF	treats	INS
Simvastatin	treats	TNF
Insulin receptor	treats	Dexamethasone
Ibuprofen	treats	EGFR
Hydroxychloroquine	associates	VEGF receptor
Ibuprofen	binds	Atorvastatin
Simvastatin	associates	Albumin
Hydroxychloroquine	binds	CYP2C9
Aspirin	treats	Simvastatin
Hydroxychloroquine	interacts	Diabetes mellitus
Ibuprofen	treats	Tuberculosis
VEGFA	treats	Hydroxychloroquine
Albumin	treats	Headache
Albumin	interacts	Aspirin
Hemoglobin	binds	Atorvastatin
Tamoxifen	interacts	HTT
Ibuprofen	associates	HIV infection
EGFR protein	associates	Dexamethasone
Atorvastatin	binds	Simvastatin
Ibuprofen	treats	Osteoarthritis
HTT	binds	Breast cancer
HTT	treats	Simvastatin
Simvastatin	binds	EGFR
Metformin	associates	Dexamethasone
Metformin	binds	EGFR protein
Cisplatin	treats	EGFR protein
EGFR protein	interacts	BRCA1
BRCA1	interacts	Huntington's disease
Paracetamol	treats	TP53
VEGF receptor	associates	VEGFA
INS	interacts	Ibuprofen
VEGF receptor	treats	Diabetes mellitus
VEGFA	associates	VEGF receptor
CYP2C9	binds	HTT
Atorvastatin	associates	HIV infection
Insulin receptor	associates	CYP2C9
Atorvastatin	interacts	Hypertension
Ibuprofen	binds	Alzheimer's disease
VEGF receptor	interacts	HIV infection
VEGFA	treats	Alzheimer's disease
VEGF receptor	binds	Hypertension
Atorvastatin	binds	Insulin receptor
Insulin receptor	binds	ACE
Paracetamol	interacts	Diabetes mellitus
Aspirin	interacts	HTT
Paracetamol	interacts	CYP2C9
ACE	binds	Hemoglobin
HTT	binds	Tuberculosis
EGFR protein	associates	INS
Tamoxifen	interacts	Tuberculosis
Albumin	binds	HIV infection
Atorvastatin	interacts	VEGF receptor
BRCA1	interacts	Alzheimer's disease
Hemoglobin	treats	EGFR protein
BRCA1	binds	Aspirin
Ibuprofen	treats	Simvastatin
Hydroxychloroquine	treats	INS
INS	associates	VEGF receptor
TP53	treats	Ibuprofen
Insulin receptor	binds	HIV infection
EGFR protein	treats	Diabetes mellitus
BRCA1	interacts	Osteoarthritis
VEGFA	associates	Tamoxifen
Metformin	associates	VEGF receptor
APP	interacts	INS
CYP2C9	associates	TP53
EGFR protein	binds	Albumin
Cisplatin	treats	Atorvastatin
Hydroxychloroquine	treats	Ibuprofen
BRCA1	binds	Aspirin
Hydroxychloroquine	interacts	Metformin
ACE	binds	CYP2C9
Insulin receptor	interacts	Atorvastatin
Cisplatin	associates	VEGF receptor
Cisplatin	binds	HTT
Dexamethasone	treats	Simvastatin
HTT	treats	Paracetamol
Ibuprofen	associates	Alzheimer's disease
TNF	associates	Osteoarthritis
Atorvastatin	binds	Hydroxychloroquine
CYP2C9	associates	Breast cancer
Hemoglobin	binds	Breast cancer
Albumin	interacts	TNF
Insulin receptor	treats	Huntington's disease
INS	treats	Albumin
CYP2C9	binds	VEGF receptor
ACE	binds	EGFR
BRCA1	binds	INS
Simvastatin	treats	Aspirin
Aspirin	binds	Cisplatin
APP	associates	HTT
Aspirin	associates	Ibuprofen
Ibuprofen	treats	Dexamethasone
APP	interacts	BRCA1
INS	interacts	CYP2C9
Paracetamol	treats	Simvastatin
Simvastatin	interacts	EGFR protein
Hydroxychloroquine	interacts	Tuberculosis
Hemoglobin	treats	Aspirin
TNF	binds	ACE
TP53	associates	Cisplatin
Simvastatin	treats	TNF
Aspirin	associates	Hypertension
BRCA1	interacts	INS
APP	associates	Tuberculosis
APP	binds	Cisplatin
CYP2C9	associates	Tamoxifen
APP	interacts	ACE
Insulin receptor	treats	VEGF receptor
TP53	associates	TNF
Hemoglobin	associates	Breast cancer
Cisplatin	associates	TNF
CYP2C9	associates	Breast cancer
Albumin	interacts	Aspirin
BRCA1	binds	Aspirin
Metformin	binds	INS
Atorvastatin	associates	Diabetes mellitus
APP	interacts	Hypertension
TP53	interacts	Osteoarthritis
Aspirin	associates	CYP2C9
Metformin	treats	TNF
Hemoglobin	interacts	EGFR protein
EGFR protein	treats	Simvastatin
EGFR protein	treats	BRCA1
Albumin	interacts	Hemoglobin
Hemoglobin	interacts	Hydroxychloroquine
Hydroxychloroquine	interacts	APP
Cisplatin	binds	Atorvastatin
Insulin receptor	interacts	Cisplatin
TNF	associates	VEGFA
EGFR	associates	Asthma
BRCA1	treats	HIV infection
ACE	treats	Dexamethasone
Aspirin	interacts	Paracetamol
Ibuprofen	treats	VEGFA
CYP2C9	associates	ACE
Cisplatin	binds	VEGFA
Hydroxychloroquine	treats	CYP2C9
EGFR	binds	VEGFA
Insulin receptor	treats	HIV infection
CYP2C9	associates	HTT
BRCA1	binds	EGFR protein
Albumin	binds	APP
ACE	treats	Asthma
Insulin receptor	binds	EGFR protein
TNF	treats	INS
Simvastatin	interacts	Ibuprofen
Simvastatin	treats	Metformin
Cisplatin	associates	Hypertension
INS	associates	Huntington's disease
Insulin receptor	interacts	Hydroxychloroquine
VEGFA	binds	TP53
INS	treats	Breast cancer
Hemoglobin	interacts	Cisplatin
Insulin receptor	associates	EGFR protein
INS	treats	Dexamethasone
Metformin	associates	Dexamethasone
VEGFA	interacts	Tuberculosis
Ibuprofen	binds	Hemoglobin
VEGFA	associates	Asthma
TP53	interacts	Hydroxychloroquine
APP	interacts	VEGF receptor
EGFR protein	interacts	Headache
Insulin receptor	interacts	Hydroxychloroquine
Aspirin	binds	Headache
Hemoglobin	binds	Metformin
APP	associates	Huntington's disease
Insulin receptor	associates	INS
Simvastatin	associates	INS
Albumin	binds	Insulin receptor
APP	treats	Albumin
Hemoglobin	binds	Paracetamol
VEGF receptor	binds	Huntington's disease
TNF	associates	CYP2C9
VEGF receptor	treats	APP
Tamoxifen	binds	VEGF receptor
ACE	interacts	Simvastatin
Albumin	binds	Simvastatin
ACE	associates	Albumin
TNF	associates	Tuberculosis
Atorvastatin	associates	Metformin
Metformin	binds	Dexamethasone
TP53	interacts	Paracetamol
HTT	binds	Asthma
APP	associates	HTT
EGFR protein	associates	CYP2C9
Insulin receptor	treats	Dexamethasone
VEGFA	interacts	APP
Dexamethasone	interacts	Cisplatin
Ibuprofen	associates	EGFR protein
Hydroxychloroquine	associates	TNF
Atorvastatin	binds	Dexamethasone
VEGF receptor	associates	HIV infection
INS	interacts	Asthma
Albumin	interacts	ACE
ACE	associates	Simvastatin
Simvastatin	binds	HIV infection
Hemoglobin	interacts	Tamoxifen
Atorvastatin	interacts	Metformin
Ibuprofen	associates	Cisplatin
Simvastatin	associates	Ibuprofen
CYP2C9	treats	Ibuprofen
Hydroxychloroquine	binds	Albumin
EGFR protein	treats	Headache
APP	binds	Tamoxifen
VEGFA	treats	Hydroxychloroquine
Paracetamol	treats	Osteoarthritis
CYP2C9	interacts	Hypertension
Albumin	associates	Diabetes mellitus
Dexamethasone	associates	Aspirin
Aspirin	treats	Alzheimer's disease
TP53	binds	Cisplatin
TNF	treats	Paracetamol
APP	associates	Albumin
INS	binds	VEGFA
VEGFA	treats	Cisplatin
VEGFA	binds	Hemoglobin
Tamoxifen	interacts	Ibuprofen
BRCA1	binds	Asthma
Hydroxychloroquine	interacts	Breast cancer
Cisplatin	binds	Simvastatin
Cisplatin	interacts	EGFR protein
Simvastatin	associates	VEGF receptor
Albumin	associates	Atorvastatin
Albumin	interacts	Huntington's disease
CYP2C9	associates	Tamoxifen
Cisplatin	associates	Tamoxifen
EGFR	binds	INS
Simvastatin	associates	CYP2C9
Aspirin	binds	Tamoxifen
Paracetamol	binds	Insulin receptor
Hydroxychloroquine	interacts	CYP2C9
INS	associates	Cisplatin
Paracetamol	treats	Simvastatin
CYP2C9	treats	Ibuprofen
TNF	associates	TP53
Hemoglobin	interacts	Metformin
EGFR protein	interacts	HIV infection
Tamoxifen	treats	Paracetamol
Cisplatin	associates	Paracetamol
Albumin	treats	TP53
Hemoglobin	associates	Tuberculosis
TP53	treats	APP
VEGFA	binds	Paracetamol
Hemoglobin	binds	BRCA1
CYP2C9	binds	ACE
HTT	interacts	Asthma
Simvastatin	binds	Paracetamol
Aspirin	associates	BRCA1
Paracetamol	binds	Alzheimer's disease
Hemoglobin	interacts	Breast cancer
VEGF receptor	treats	TP53
Hydroxychloroquine	interacts	BRCA1
Atorvastatin	binds	Breast cancer
EGFR	binds	Breast cancer
Atorvastatin	associates	Asthma
Ibuprofen	associates	Diabetes mellitus
Paracetamol	interacts	TNF
BRCA1	associates	VEGFA
Cisplatin	interacts	TNF
Aspirin	treats	Metformin
Ibuprofen	treats	Albumin
CYP2C9	binds	BRCA1
VEGFA	treats	Dexamethasone
APP	treats	Asthma
Albumin	associates	Huntington's disease
Tamoxifen	treats	VEGF receptor
Simvastatin	treats	Metformin
Simvastatin	interacts	VEGFA
Hydroxychloroquine	binds	Alzheimer's disease
Tamoxifen	treats	Diabetes mellitus
EGFR	interacts	Hypertension
ACE	interacts	CYP2C9
Ibuprofen	binds	Alzheimer's disease
Ibuprofen	associates	ACE
Atorvastatin	binds	Insulin receptor
TNF	associates	VEGFA
HTT	associates	Albumin
CYP2C9	binds	EGFR protein
TP53	treats	Cisplatin
Hemoglobin	binds	TNF
EGFR	binds	Hydroxychloroquine
VEGF receptor	interacts	HTT
HTT	interacts	Simvastatin
Hydroxychloroquine	interacts	Hypertension
Simvastatin	binds	TP53
Paracetamol	interacts	APP
Dexamethasone	treats	Breast cancer
Simvastatin	treats	Asthma
APP	binds	Asthma
APP	interacts	EGFR
TNF	treats	VEGF receptor
Insulin receptor	binds	Paracetamol
Dexamethasone	treats	Breast cancer
TNF	interacts	Albumin
EGFR protein	binds	Ibuprofen
CYP2C9	treats	TNF
VEGF receptor	treats	Osteoarthritis
Hydroxychloroquine	binds	Insulin receptor
Insulin receptor	associates	INS
VEGF receptor	binds	EGFR protein
EGFR protein	associates	Hemoglobin
Insulin receptor	treats	Breast cancer
EGFR protein	treats	Hypertension
VEGFA	interacts	Metformin
Dexamethasone	interacts	Breast cancer
EGFR protein	binds	Breast cancer
VEGF receptor	interacts	Asthma
Metformin	interacts	VEGF receptor
BRCA1	associates	HTT
Albumin	associates	EGFR protein
Hydroxychloroquine	binds	Asthma
Dexamethasone	binds	Cisplatin
VEGFA	treats	Albumin
Tamoxifen	treats	EGFR protein
VEGF receptor	interacts	VEGFA
Simvastatin	treats	HIV infection
EGFR	interacts	Insulin receptor
EGFR protein	interacts	Headache
Atorvastatin	binds	APP
HTT	treats	Insulin receptor
TP53	interacts	Dexamethasone
Dexamethasone	binds	Diabetes mellitus
Dexamethasone	associates	Cisplatin
Simvastatin	binds	Ibuprofen
INS	binds	TP53
Simvastatin	treats	HTT
BRCA1	binds	Ibuprofen
Hydroxychloroquine	associates	Headache
INS	interacts	TNF
Hemoglobin	treats	VEGF receptor
Dexamethasone	treats	Aspirin
BRCA1	binds	TNF
Ibuprofen	associates	Insulin receptor
Metformin	associates	Aspirin
EGFR	binds	HTT
BRCA1	interacts	HTT
Cisplatin	binds	Alzheimer's disease
VEGFA	associates	TP53
Hydroxychloroquine	binds	BRCA1
Atorvastatin	binds	Albumin
Atorvastatin	associates	Hemoglobin
Hydroxychloroquine	associates	Huntington's disease
BRCA1	treats	TP53
Tamoxifen	interacts	VEGFA
Hydroxychloroquine	interacts	Breast cancer
TNF	interacts	APP
Hydroxychloroquine	interacts	ACE
Insulin receptor	interacts	Headache
TNF	binds	CYP2C9
Aspirin	treats	TNF
Aspirin	binds	Atorvastatin
Aspirin	interacts	Paracetamol
Aspirin	associates	TP53
Hydroxychloroquine	interacts	Breast cancer
EGFR	treats	Hemoglobin
APP	associates	Insulin receptor
Tamoxifen	treats	EGFR protein
EGFR	interacts	Tamoxifen
VEGFA	treats	CYP2C9
Atorvastatin	interacts	Alzheimer's disease
BRCA1	binds	TP53
TNF	treats	HIV infection
Hemoglobin	associates	ACE
BRCA1	binds	Ibuprofen
Hemoglobin	interacts	EGFR protein
Hydroxychloroquine	binds	Breast cancer
Insulin receptor	treats	Asthma
Ibuprofen	associates	Hemoglobin
Dexamethasone	interacts	Metformin
VEGF receptor	associates	Hemoglobin
Insulin receptor	binds	EGFR
BRCA1	treats	Asthma
Simvastatin	binds	Alzheimer's disease
Hydroxychloroquine	associates	APP
Metformin	associates	Headache
Hydroxychloroquine	treats	VEGFA
HTT	binds	Dexamethasone
Metformin	associates	HTT
Tamoxifen	binds	Paracetamol
Albumin	binds	Osteoarthritis
CYP2C9	interacts	Hypertension
EGFR protein	interacts	Headache
Cisplatin	associates	Diabetes mellitus
ACE	treats	EGFR protein
VEGFA	binds	Ibuprofen
VEGF receptor	treats	Paracetamol
TP53	associates	Hypertension
Dexamethasone	associates	Tamoxifen
BRCA1	interacts	Asthma
EGFR protein	associates	Simvastatin
Cisplatin	associates	APP
EGFR protein	binds	Simvastatin
Albumin	treats	APP
VEGF receptor	treats	TP53
HTT	interacts	Paracetamol
Aspirin	interacts	CYP2C9
ACE	treats	Headache
Tamoxifen	treats	Hydroxychloroquine
Metformin	interacts	Osteoarthritis
EGFR protein	interacts	TP53
Paracetamol	interacts	TP53
